Genera;Species;Autor;Department;Province;Municipal;Location;Year;Colector;Collection;Latitude;Longitude;Lat;Long;High;Fount_Geo;Ecoregion;SubEco;References
Oxytrigona;Oxytrigona flaveola ;(Friese, 1900);Santa Cruz;Ñuflo de Chávez;Concepción;Lomerío (San Antonio de Lomerio);2018;Townsend;;-16.7682967;-61.8102462;"16°46'5.86""S";"61°48'36.88""W";395;Geo;Cerrado;CeChi;Townsend et al., 2021
Oxytrigona;Oxytrigona flaveola ;(Friese, 1900);Santa Cruz;Andrés Ibáñez;Santa Cruz de la Sierra;;1952;Kempff, N.M.;;-17.79985112;-63.1666593;"17°47'59.46""S";"63°9'59.97""W";416;Original;Gran Chaco;Gcha;GBIF
Oxytrigona;Oxytrigona flaveola ;(Friese, 1900);La Paz;Sur Yungas;Palos Blancos;Alto Rio Beni, S of Rio Inicua;1976;Peña L.;;-15.2952614;-67.4743027;"15°17'42.94""S";"67°28'27.48""W";341;Geo-C;Sudoeste de la Amazonía;BASu;GBIF
Oxytrigona;Oxytrigona flaveola ;(Friese, 1900);La Paz;Larecaja;Mapiri;;;;;-15.25079237;-68.16719525;"15°15'2.85""S";"68°10'1.9""W";854;Original;Yungas;YUN;GBIF
Oxytrigona;Oxytrigona flaveola ;(Friese, 1900);La Paz;Abel Iturralde;San Buenaventura;San Buenaventura (Rurrenabaque);1956;Peña L.;;-14.46667;-67.56667;"14°28'0.01""S";"67°34'0.01""W";571;Original;Sudoeste de la Amazonía;BASu;GBIF
Oxytrigona;Oxytrigona flaveola ;(Friese, 1900);Beni ;General José Ballivián;Puerto Menor de Rurrenabaque;Rurrenabaque;1956;Peña L.;;-14.4422;-67.5283;"14°26'31.91""S";"67°31'41.88""W";211;Original;Sudoeste de la Amazonía;BAPr;GBIF
Oxytrigona;Oxytrigona flaveola ;(Friese, 1900);La Paz;Abel Iturralde;San Buenaventura;Tumupasa;1922;W.M. Mann;;-14.14887512;-67.8885565;"14°8'55.95""S";"67°53'18.8""W";467;Original;Sudoeste de la Amazonía;BASu;GBIF
Oxytrigona;Oxytrigona flaveola ;(Friese, 1900);Beni ;General José Ballivián;Puerto Menor de Rurrenabaque;Rurrenabaque_ Rio Colorado;1921;W.M. Mann;;-14.8758333;-67.1144444;"14°52'33""S";"67°6'52""W";266;Geo;Sudoeste de la Amazonía;BAPr;Schwarz, 1948
Oxytrigona;Oxytrigona mulfordi ;(Schwarz, 1948);La Paz;Abel Iturralde;San Buenaaventura;Tumupasa;1922;W.M. Mann;;-14.1527035;-67.8977206;"14°9'9.73""S";"67°53'51.79""W";598;Geo;Sudoeste de la Amazonía;BASu;Schwarz, 1948
Oxytrigona;Oxytrigona mulfordi ;(Schwarz, 1948);Beni ;Vaca Díez;Riberalta;Ivon;1921;W.M. Mann;;-11.128889;-66.130833;"11°7'44""S";"66°7'50.99""W";143;Geo;Sudoeste de la Amazonía;BAIn;Schwarz, 1948
Oxytrigona;Oxytrigona mulfordi ;(Schwarz, 1948);La Paz;Abel Iturralde;San Buenaventura;San Buenaventura (Rurrenabaque);1956;Peña L.;;-14.46667;-67.56667;"14°28'0.01""S";"67°34'0.01""W";571;Original;Sudoeste de la Amazonía;BASu;GBIF
Oxytrigona;Oxytrigona obscura;(Friese, 1900);Cochabamba;Chapare;Villa Tunari;Chipiriri (Meliponario Tua Ta Uypi);2020;Lovera R & Cespedes A.A.;IEB-LAB;-16.913937;-65.3960478;"16°54'50.17""S";"65°23'45.77""W";270;Original;Sudoeste de la Amazonía;BAPr;CBC-IEB-USFX
Oxytrigona;Oxytrigona obscura;(Friese, 1900);Beni ;Vaca Díez;Riberalta;Ivon;1921;W.M. Mann;;-11.128889;-66.130833;"11°7'44""S";"66°7'50.99""W";143;Geo;Sudoeste de la Amazonía;BAIn;Schwarz, 1948
Oxytrigona;Oxytrigona obscura;(Friese, 1900);Pando;Federico Román;Villa Nueva;Rio Negro;1921;W.M. Mann;;-10.57360705;-66.10797252;"10°34'24.98""S";"66°6'28.7""W";120;Geo;Sudoeste de la Amazonía;BAIn;Schwarz, 1948
Oxytrigona;Oxytrigona obscura;(Friese, 1900);Beni ;General José Ballivián;Reyes;[Puerto] Cavinas, Rio Beni;1922;W.M. Mann;;-12.53248626;-66.91474948;"12°31'56.95""S";"66°54'53.09""W";157;Original;Sudoeste de la Amazonía;BAIn;GBIF
Oxytrigona;Oxytrigona obscura;(Friese, 1900);La Paz;Abel Iturralde;San Buenaventura;;1921;W.M. Mann;;-14.14862474;-67.8875;"14°8'55.04""S";"67°53'15""W";460;Original;Sudoeste de la Amazonía;BASu;GBIF
Oxytrigona;Oxytrigona obscura;(Friese, 1900);Beni ;General José Ballivián;Puerto Menor de Rurrenabaque;Rurrenabaque;1921;W.M. Mann;;-14.4422;-67.5283;"14°26'31.91""S";"67°31'41.88""W";211;Original;Sudoeste de la Amazonía;BAPr;GBIF
Oxytrigona;Oxytrigona obscura;(Friese, 1900);La Paz;Sur Yungas;Palos Blancos;Huachi;1921;W.M. Mann;;-15.46279174;-67.07477695;"15°27'46.05""S";"67°4'29.19""W";1067;Original;Yungas;YUN;GBIF
Oxytrigona;Oxytrigona obscura;(Friese, 1900);La Paz;Sur Yungas;Palos Blancos;Alto Rio Beni, S of Rio Inicua;1976;Peña L.;;-15.2952614;-67.4743027;"15°17'42.94""S";"67°28'27.48""W";341;Geo-C;Sudoeste de la Amazonía;BASu;GBIF
Oxytrigona;Oxytrigona obscura;(Friese, 1900);Cochabamba;Carrasco;Puerto Villarroel;Sajta, Chapare;1993;Peña L.;;-17.00874151;-64.78665274;"17°0'31.46""S";"64°47'11.94""W";202;Original;Sudoeste de la Amazonía;BAPr;GBIF
Oxytrigona;Oxytrigona obscura;(Friese, 1900);Cochabamba;Carrasco;Puerto Villarroel;Cochabamba, 67.5 km NE, Est Biol Valle del Sajta, University de San Simon;1999;Genier, Francois;;-17.10919448;-64.79788791;"17°6'33.1""S";"64°47'52.39""W";224;Original;Sudoeste de la Amazonía;BAPr;GBIF
Oxytrigona;Oxytrigona obscura;(Friese, 1900);Santa Cruz;Ichilo;Buena Vista;Buena Vista;1999;Parker F.D.;;-17.47797252;-63.66055495;"17°28'40.7""S";"63°39'37.99""W";348;Original;Sudoeste de la Amazonía;BAPr;GBIF
Oxytrigona;Oxytrigona obscura;(Friese, 1900);Santa Cruz;Andrés Ibáñez;Santa Cruz de la Sierra;;1952;Kempff, N.M.;;-17.79985112;-63.1666593;"17°47'59.46""S";"63°9'59.97""W";416;Original;Gran Chaco;Gcha;GBIF
Oxytrigona;Oxytrigona obscura;(Friese, 1900);Santa Cruz;Andrés Ibáñez;La Guardia;;1999;M.E. Irwin, F.D. Parker;;-18.11372748;-63.1752;"18°6'49.41""S";"63°10'30.71""W";480;Original;Gran Chaco;Gcha;GBIF
Oxytrigona;Oxytrigona tataira;(Smith, 1863);Beni ;General José Ballivián;Puerto Menor de Rurrenabaque;Rurrenabaque_ Rio Colorado;1921;W.M. Mann;;-14.8758333;-67.1144444;"14°52'33""S";"67°6'52""W";266;Geo;Sudoeste de la Amazonía;BAPr;Schwarz, 1948
Oxytrigona;Oxytrigona tataira;(Smith, 1863);Santa Cruz;Ñuflo de Chávez;Concepción;Lomerío (San Antonio de Lomerio);2018;Townsend;;-16.7682967;-61.8102462;"16°46'5.86""S";"61°48'36.88""W";395;Geo;Cerrado;CeChi;Townsend et al., 2021
Oxytrigona;Oxytrigona tataira;(Smith, 1863);La Paz;Sur Yungas;Palos Blancos;Alto Rio Beni, S of Rio Inicua;1976;Peña L.;;-15.2952614;-67.4743027;"15°17'42.94""S";"67°28'27.48""W";341;Geo-C;Sudoeste de la Amazonía;BASu;GBIF
Oxytrigona;Oxytrigona tataira;(Smith, 1863);La Paz;Larecaja;Mapiri;;;;;-15.310739;-68.216949;"15°18'38.66""S";"68°13'1.01""W";636;Geo;Yungas;YUN;Camargo, 1988
Oxytrigona;Oxytrigona tataira;(Smith, 1863);Tarija;Gran Chaco;Villa Montes;ADACHACO (Aguaray, Capirenda, Chimeo, Tahiguati, Tarairí, Tiguipa y Tucainti);2009;;;-21.3009272;-63.432538;"21°18'3.33""S";"63°25'57.13""W";377;Geo;Gran Chaco;Gcha;Clemente & Lahore, 2010
Paratrigona;Paratrigona (Paratrigona) glabella ;Camargo & Moure, 1994;Santa Cruz;Sara;Portachuelo;;;Steinbach, J.;;-17.52759073;-63.49567001;"17°31'39.32""S";"63°29'44.41""W";450;Geo;Bosque Seco Chiquitano;BSChi;Camargo & Moure, 1994
Paratrigona;Paratrigona (Paratrigona) glabella ;Camargo & Moure, 1994;Cochabamba;Chapare;Villa Tunari;Locotal;1952;Walz F.H.;;-17.1886224;-65.80721903;"17°11'19.04""S";"65°48'25.98""W";1200;Geo;Yungas;YUN;Camargo & Moure, 1994
Paratrigona;Paratrigona (Paratrigona) glabella ;Camargo & Moure, 1994;La Paz;Larecaja;Mapiri;;2001;Parker F.D.;;-15.2589;-68.1593;"15°15'32.04""S";"68°9'33.48""W";826;Original;Yungas;YUN;GBIF
Paratrigona;Paratrigona (Paratrigona) glabella ;Camargo & Moure, 1994;Santa Cruz;Ichilo;Buena Vista;;1999;Parker F.D.;;-17.478;-63.6605;"17°28'40.8""S";"63°39'37.79""W";348;Original;Sudoeste de la Amazonía;BAPr;GBIF
Paratrigona;Paratrigona (Paratrigona) glabella ;Camargo & Moure, 1994;Santa Cruz;Florida;Mairana;Mairana, 16 km NW;1999;Parker F.D.;;-18.0102;-64.0107;"18°0'36.72""S";"64°0'38.51""W";1198;Original;Bosques Secos Interandinos;BSIn;GBIF
Paratrigona;Paratrigona (Paratrigona) glabella ;Camargo & Moure, 1994;Santa Cruz;Andrés Ibáñez;La Guardia;Brazillo, 3 km N;1999;Irwin, M.E. & Parker, F.D.;;-18.1137;-63.1752;"18°6'49.32""S";"63°10'30.71""W";480;Original;Gran Chaco;Gcha;GBIF
Paratrigona;Paratrigona (Paratrigona) glabella ;Camargo & Moure, 1994;Santa Cruz;Florida;Samaipata;Bermejo, 2 km W;1999;Parker F.D.;;-18.1322;-63.6423;"18°7'55.92""S";"63°38'32.27""W";885;Original;Bosque Tucumano - Boliviano;BTBo;GBIF
Paratrigona;Paratrigona (Paratrigona) glabella ;Camargo & Moure, 1994;Cochabamba;Campero;Omereque;Achiras;1999;Parker F.D.;;-18.1595;-64.8132;"18°9'34.2""S";"64°48'47.51""W";1571;Original;Bosques Secos Interandinos;BSIn;GBIF
Paratrigona;Paratrigona (Paratrigona) glabella ;Camargo & Moure, 1994;Santa Cruz;Cordillera;Lagunillas;Ipatí;1999;Irwin, M.E. & Parker, F.D.;;-19.77016399;-63.55952729;"19°46'12.59""S";"63°33'34.29""W";1071;Geo-C;Chaco Serrano;ChaS;GBIF
Paratrigona;Paratrigona (Paratrigona) glabella ;Camargo & Moure, 1994;Santa Cruz;Cordillera;Lagunillas;Ipatí, 2 km W;1999;Irwin, M.E. & Parker, F.D.;;-19.7535;-63.5778;"19°45'12.59""S";"63°34'40.08""W";1214;Original;Chaco Serrano;ChaS;GBIF
Paratrigona;Paratrigona (Paratrigona) glabella ;Camargo & Moure, 1994;Santa Cruz;Cordillera;Camiri;Camiri, 5 km N;1999;Parker F.D.;;-19.9987;-63.533;"19°59'55.31""S";"63°31'58.8""W";814;Original;Chaco Serrano;ChaS;GBIF
Paratrigona;Paratrigona (Paratrigona) glabella ;Camargo & Moure, 1994;Santa Cruz;Cordillera;Charagua;Camiri, 20 km S;1999;Irwin, M.E. & Parker, F.D.;;-20.1762;-63.479;"20°10'34.32""S";"63°28'44.39""W";831;Original;Chaco Serrano;ChaS;GBIF
Paratrigona;Paratrigona (Paratrigona) glabella ;Camargo & Moure, 1994;Santa Cruz;Cordillera;Cuevo;Camiri, 24 km S;1999;Irwin, M.E. & Parker, F.D.;;-20.3135;-63.4758;"20°18'48.6""S";"63°28'32.87""W";1065;Original;Chaco Serrano;ChaS;GBIF
Paratrigona;Paratrigona (Paratrigona) glabella ;Camargo & Moure, 1994;Chuquisaca;Luis Calvo;Macharetí;Boyuibe, 11 km N;1999;Irwin, M.E. & Parker, F.D.;;-20.3958;-63.3703;"20°23'44.88""S";"63°22'13.08""W";937;Original;Chaco Serrano;ChaS;GBIF
Paratrigona;Paratrigona (Paratrigona) glabella ;Camargo & Moure, 1994;Tarija;O'Connor;Entre Ríos;Entre Ríos;1967;Ballard J.C. ;;-21.5281;-64.1737;"21°31'41.15""S";"64°10'25.31""W";1234;Original;Bosque Tucumano - Boliviano;BTBo;GBIF
Paratrigona;Paratrigona (Paratrigona) glabella ;Camargo & Moure, 1994;Chuquisaca;Hernando Siles;Monteagudo;Alto Divisadero (casa Luis Barriga Dias);2020;Cespedes-Llave A.A.;IEB-LAB;-19.717575;-63.971652;"19°43'3.27""S";"63°58'17.94""W";1368;Original;Bosque Tucumano - Boliviano;BTBo;CBC-IEB-USFX
Paratrigona;Paratrigona (Paratrigona) glabella ;Camargo & Moure, 1994;Chuquisaca;Hernando Siles;Monteagudo;Zapallar;2015;LIDER;IEB-LAB;-19.8094278;-63.9015146;"19°48'33.93""S";"63°54'5.45""W";1268;Original;Bosque Tucumano - Boliviano;BTBo;CBC-IEB-USFX
Paratrigona;Paratrigona (Paratrigona) guigliae;Moure, 1960*;La Paz;Nor Yungas;Coroico;Coroico;;;;-16.18967075;-67.72667075;"16°11'22.81""S";"67°43'36.01""W";1749;Geo;Yungas;YUN;Moure,  1960
Paratrigona;Paratrigona (Paratrigona) lineata;(Lepeletier, 1836);Santa Cruz;Chiquitos;Roboré;Santiago;1959;;;-18.35919177;-59.62150413;"18°21'33.09""S";"59°37'17.41""W";558;Geo;Cerrado;CeCha;Camargo & Moure, 1994
Paratrigona;Paratrigona (Paratrigona) lineata;(Lepeletier, 1836);Santa Cruz;Sara;Portachuelo;;;Steinbach, J.;;-17.52759073;-63.49567001;"17°31'39.32""S";"63°29'44.41""W";450;Geo;Bosque Seco Chiquitano;BSChi;Camargo & Moure, 1994
Paratrigona;Paratrigona (Paratrigona) lineata;(Lepeletier, 1836);Cochabamba;Chapare;Villa Tunari;Locotal;1952;Walz F.H.;;-17.18853936;-65.80314702;"17°11'18.74""S";"65°48'11.32""W";1834;Geo;Yungas;;Camargo & Moure, 1994
Paratrigona;Paratrigona (Paratrigona) lineata;(Lepeletier, 1836);Santa Cruz;Sara;Portachuelo;Nueva Moca (Nueva Moka near of Burgos Grande );1951;Walz F.H.;;-17.31667;-63.55;"17°19'0.01""S";"63°32'59.99""W";289;Geo;Bosque Seco Chiquitano;BSChi;Camargo & Moure, 1994
Paratrigona;Paratrigona (Paratrigona) lineata;(Lepeletier, 1836);Chuquisaca;Belisario Boeto;Villa Serrano;Urriolagoitia;2015;LIDER;IEB-LAB;-19.168863;-64.2630488;"19°10'7.9""S";"64°15'46.97""W";2024;Original;Bosque Tucumano - Boliviano;BTBo;CBC-IEB-USFX
Paratrigona;Paratrigona (Paratrigona) lineata;(Lepeletier, 1836);Chuquisaca;Belisario Boeto;Villa Serrano;Cieneguillas;2015;LIDER;IEB-LAB;-19.1738751;-64.1750143;"19°10'25.95""S";"64°10'30.05""W";1938;Original;Bosque Tucumano - Boliviano;BTBo;CBC-IEB-USFX
Paratrigona;Paratrigona (Paratrigona) lineata;(Lepeletier, 1836);Chuquisaca;Belisario Boeto;Villa Serrano;Pampas del Tigre;2015;LIDER;IEB-LAB;-19.1208288;-64.170209;"19°7'14.98""S";"64°10'12.75""W";1852;Original;Bosque Tucumano - Boliviano;BTBo;CBC-IEB-USFX
Paratrigona;Paratrigona (Paratrigona) lineata;(Lepeletier, 1836);Chuquisaca;Zudañez;Presto;Torco Torco;2014;Churqui. M.;IEB-LAB;-18.82545;-64.7787167;"18°49'31.62""S";"64°46'43.38""W";1906;Original;Bosques Secos Interandinos;BSIn;CBC-IEB-USFX
Paratrigona;Paratrigona (Paratrigona) nuda;(Schwarz, 1943);La Paz;Abel Iturralde;San Buenaventura;San Buenaventura (Rurrenabaque);1956;Peña L.;;-14.46667;-67.56667;"14°28'0.01""S";"67°34'0.01""W";571;Geo;Sudoeste de la Amazonía;BASu;Camargo & Moure, 1994
Paratrigona;Paratrigona (Paratrigona) nuda;(Schwarz, 1943);La Paz;Nor Yungas;Coroico;San Jacinto;1955;Peña L.;;-16.21525263;-67.69588743;"16°12'54.9""S";"67°41'45.19""W";1700;Geo;Yungas;YUN;Camargo & Moure, 1994
Paratrigona;Paratrigona (Paratrigona) nuda;(Schwarz, 1943);La Paz;Nor Yungas;Coroico;Nigrillani;1950;Williner W.;;-16.10044126;-67.71616041;"16°6'1.58""S";"67°42'58.17""W";1230;Geo;Yungas;YUN;Camargo & Moure, 1994
Paratrigona;Paratrigona (Paratrigona) onorei;Camargo & Moure, 1994;Cochabamba;Chapare;Villa Tunari;El Palmar;1950;Zischka, M;;-17.109988;-65.549448;"17°6'35.95""S";"65°32'58.01""W";900;Geo;Yungas;YUN;Camargo & Moure, 1994
Paratrigona;Paratrigona (Paratrigona) pacifica; (Schwarz, 1943);Cochabamba;Chapare;Villa Tunari;Cristal mayu;1949;Peña L.;;-17.006378;-65.641344;"17°0'22.96""S";"65°38'28.83""W";497;Geo;Sudoeste de la Amazonía;BASu;Camargo & Moure, 1994
Paratrigona;Paratrigona (Paratrigona) pacifica; (Schwarz, 1943);La Paz;Nor Yungas;Coroico;Coroico;2001;Ashe & Hanley;;-16.191389;-67.72;"16°11'29""S";"67°43'11.99""W";1758;Geo-C;Yungas;YUN;GBIF
Paratrigona;Paratrigona (Paratrigona) prosopiformis ;(Gribodo, 1893);Cochabamba;Carrasco;Puerto Villarroel;Rio Sajta (in the 'Chapare');1995;Arriagada;;-16.884279;-64.79391;"16°53'3.4""S";"64°47'38.07""W";203;Geo-C;Sudoeste de la Amazonía;BAPr;GBIF
Paratrigona;Paratrigona (Paratrigona) prosopiformis ;(Gribodo, 1893);La Paz;Sur Yungas;Palos Blancos;Alto Rio Beni, S of Rio Inicua;1976;Peña L.;;-15.2952614;-67.4743027;"15°17'42.94""S";"67°28'27.48""W";341;Geo-C;Sudoeste de la Amazonía;BASu;GBIF
Paratrigona;Paratrigona (Paratrigona) prosopiformis ;(Gribodo, 1893);La Paz;Larecaja;Mapiri;Mapiri, 5 km W;2001;Parker F.D.;;-15.299943;-68.273941;"15°17'59.79""S";"68°16'26.18""W";634;Geo-C;Yungas;YUN;GBIF
Paratrigona;Paratrigona (Paratrigona) prosopiformis ;(Gribodo, 1893);Santa Cruz;Ichilo;Buena Vista;Buena Vista;1999;Parker F.D.;;-17.478;-63.6605;"17°28'40.8""S";"63°39'37.79""W";374;Original;Sudoeste de la Amazonía;BAPr;GBIF
Paratrigona;Paratrigona (Paratrigona) prosopiformis ;(Gribodo, 1893);La Paz;Larecaja;Mapiri;Mapiri;2001;Parker F.D.;;-15.2589;-68.1593;"15°15'32.04""S";"68°9'33.48""W";791;Original;Yungas;YUN;GBIF
Partamona;Partamona (Partamona)  testacea ;(Klug, 1807);La Paz;Abel Iturralde;San Buenaventura;Tumupasa;1922;W.M. Mann;;-16.70280682;-67.17185031;"16°42'10.1""S";"67°10'18.66""W";1726;Geo;Bosques Secos Interandinos;BSIn;Camargo & 2003
Partamona;Partamona (Partamona)  testacea ;(Klug, 1807);Beni ;Vaca Díez;Guayaramerín;Cachuela Esperanza (Río Beni);1921;W.M. Mann;;-10.5373984;-65.57911163;"10°32'14.63""S";"65°34'44.8""W";117;Geo;Sudoeste de la Amazonía;BAPa;Camargo & 2003
Partamona;Partamona (Partamona)  testacea ;(Klug, 1807);Beni ;Vaca Díez;Guayaramerín;Guayaramerín;1956;Fritz, M;;-10.840589;-65.368885;"10°50'26.12""S";"65°22'7.98""W";130;Geo;Sudoeste de la Amazonía;BAIn;Camargo & 2003
Partamona;Partamona (Partamona)  testacea ;(Klug, 1807);Beni ;Vaca Díez;Riberalta;Riberalta;1956;Fritz, M;;-11.0079796;-66.0528241;"11°0'28.72""S";"66°3'10.16""W";149;Geo;Sudoeste de la Amazonía;BAIn;Camargo & 2003
Partamona;Partamona (Partamona)  vicina ;Camargo, 1980;Santa Cruz;Ñuflo de Chávez;Concepción;Lomerío (San Antonio de Lomerio);2018;Townsend;;-16.7682967;-61.8102462;"16°46'5.86""S";"61°48'36.88""W";395;Geo;Cerrado;CeChi;Townsend et al., 2021
Partamona;Partamona (Partamona)  vicina ;Camargo, 1980;La Paz;Abel Iturralde;Ixiamas;Rio Heath;1990;Coloma Luis;;-12.537264;-68.659497;"12°32'14.15""S";"68°39'34.18""W";175;Geo;Sudoeste de la Amazonía;BAIn;Camargo & 2003
Partamona;Partamona (Partamona)  vicina ;Camargo, 1980;Santa Cruz;Chiquitos;Roboré;Roboré;1959;;;-18.334;-59.761;"18°20'2.39""S";"59°45'39.6""W";258;Geo;Cerrado;CeCha;Camargo & 2003
Partamona;Partamona (Partamona)  vicina ;Camargo, 1980;Santa Cruz;Chiquitos;Roboré;Santiago;1959;;;-18.35919177;-59.62150413;"18°21'33.09""S";"59°37'17.41""W";558;Geo;Cerrado;CeCha;Camargo & 2003
Partamona;Partamona (Partamona) ailyae; Camargo, 1980;Cochabamba;Carrasco;Chimore;Yuqui;;D.W. Roubik ;;-16.503005;-64.727877;"16°30'10.81""S";"64°43'40.35""W";200;Geo;Sudoeste de la Amazonía;BAPr;Stearman,  et al., 2007
Partamona;Partamona (Partamona) ailyae; Camargo, 1980;Cochabamba;Carrasco;Puerto Villarroel;67.5Km NE, Est. Biol. Vale Del Sajita, Univ de San Simon, 300m altitude;1999;Genier, Francois;;-17.109167;-64.797778;"17°6'33""S";"64°47'52""W";300;Original;Sudoeste de la Amazonía;BAPr;GBIF
Partamona;Partamona (Partamona) ailyae; Camargo, 1980;Cochabamba;Chapare;Villa Tunari;Cochabamba, 117 km E, at Lagunitas;1999;Genier, Francois;;-17.106111;-65.6825;"17°6'21.99""S";"65°40'57""W";1000;Original;Yungas;YUN;GBIF
Partamona;Partamona (Partamona) ailyae; Camargo, 1980;Cochabamba;Chapare;Villa Tunari;Cochabamba, 16.7 km W, Villa Tunari,  Avispas;1999;Genier, Francois;;-17.020278;-65.546111;"17°1'13""S";"65°32'45.99""W";451;Original;Yungas;YUN;GBIF
Partamona;Partamona (Partamona) ailyae; Camargo, 1980;Cochabamba;Chapare;Villa Tunari;El Palmar, 900m altitude;1948;Peña L.;;-17.121383;-65.559227;"17°7'16.97""S";"65°33'33.21""W";1100;Geo-C;Yungas;YUN;GBIF
Partamona;Partamona (Partamona) ailyae; Camargo, 1980;Beni ;Cercado;San Javier;Sirionó (Ibiato y Pata de Águila);2018;Townsend;;-14.8302131;-64.4495717;"14°49'48.76""S";"64°26'58.45""W";167;Geo;Sabanas Inundables;SILM;Townsend et al., 2021
Partamona;Partamona (Partamona) combinata ;Pedro & Camargo, 2003;La Paz;Abel Iturralde;Ixiamas;Rio Heath;1990;Coloma Luis;;-12.537264;-68.659497;"12°32'14.15""S";"68°39'34.18""W";175;Geo;Sudoeste de la Amazonía;BAIn;Camargo & 2003
Partamona;Partamona (Partamona) combinata ;Pedro & Camargo, 2003;Beni ;San Joaquin;Mamoré;El Trapiche;1988;Altamirano R.;;-13.29762879;-65.23330804;"13°17'51.46""S";"65°13'59.9""W";135;Geo;Sudoeste de la Amazonía;BAIn;Camargo & 2003
Partamona;Partamona (Partamona) combinata ;Pedro & Camargo, 2003;Beni ;Yacuma;Santa Ana (de Yacuma);El Porvenir Station NE of San Borja;1988;Brooks, Robert;;-14.86527778;-66.33111111;"14°51'55""S";"66°19'51.99""W";178;Geo;Sabanas Inundables;SILM;Camargo & 2003
Partamona;Partamona (Partamona) combinata ;Pedro & Camargo, 2003;Beni ;Yacuma;Santa Ana (de Yacuma);Beni Biological Station, approx 40 km NE of San Borja, Palm Camp;1988;Brooks, Robert;;-14.64005157;-66.30065215;"14°38'24.18""S";"66°18'2.34""W";180;Original;Sudoeste de la Amazonía;BAPr;Camargo & 2003
Partamona;Partamona (Partamona) combinata ;Pedro & Camargo, 2003;Beni ;General José Ballivián;Reyes;[Puerto] Cavinas, Rio Beni;1922;W.M. Mann;;-12.53248626;-66.91474948;"12°31'56.95""S";"66°54'53.09""W";157;Original;Sudoeste de la Amazonía;BAIn;GBIF
Partamona;Partamona (Partamona) combinata ;Pedro & Camargo, 2003;Beni ;General José Ballivian;Rurrenabaque;Rurrenabaque;1950;Snelling  R. ;;-14.4407643;-67.5105637;"14°26'26.75""S";"67°30'38.02""W";299;Geo;Sudoeste de la Amazonía;BAPr;Camargo & 2003
Partamona;Partamona (Partamona) combinata ;Pedro & Camargo, 2003;Cochabamba;Chapare;Villa Tunari;El Palmar;1948;Peña L.;;-17.121383;-65.559227;"17°7'16.97""S";"65°33'33.21""W";1100;Geo;Yungas;YUN;Camargo & 2003
Partamona;Partamona (Partamona) combinata ;Pedro & Camargo, 2003;Santa Cruz;Ichilo;Buena Vista;Buena Vista;1950;Peña L.;;-17.45858458;-63.65885138;"17°27'30.9""S";"63°39'31.86""W";394;Geo;Sudoeste de la Amazonía;BAPr;Camargo & 2003
Partamona;Partamona (Partamona) epiphytophila ;Pedro & Camargo, 2003;La Paz;Inquisivi;Cajuata;Cajuata;1921;W.M. Mann;;-16.70280682;-67.17185031;"16°42'10.1""S";"67°10'18.66""W";1721;Geo;Bosques Secos Interandinos;BSIn;Camargo & 2003
Partamona;Partamona (Partamona) epiphytophila ;Pedro & Camargo, 2003;La Paz;Sur Yungas;Irupana;Espia on Rio Bopi;1921;W.M. Mann;;-16.506667;-67.340833;"16°30'24""S";"67°20'26.99""W";1017;Geo;Bosques Secos Interandinos;BSIn;Camargo & 2003
Partamona;Partamona (Partamona) epiphytophila ;Pedro & Camargo, 2003;La Paz;Abel Iturralde;San Buenaventura;Tumupasa;1922;W.M. Mann;;-16.70280682;-67.17185031;"16°42'10.1""S";"67°10'18.66""W";1726;Geo;Bosques Secos Interandinos;BSIn;Camargo & 2003
Partamona;Partamona (Partamona) epiphytophila ;Pedro & Camargo, 2003;Pando;Madre De Dios;San Lorenzo;Blanca Flor;1922;W.M. Mann;;-11.72283452;-66.93397827;"11°43'22.2""S";"66°56'2.32""W";174;Geo;Sudoeste de la Amazonía;BAPa;Camargo & 2003
Partamona;Partamona (Partamona) epiphytophila ;Pedro & Camargo, 2003;Beni ;Vaca Díez;Riberalta;Riberalta;1922;W.M. Mann;;-11.01018768;-66.05210889;"11°0'36.67""S";"66°3'7.59""W";148;Geo;Sudoeste de la Amazonía;BAIn;Camargo & 2003
Partamona;Partamona (Partamona) epiphytophila ;Pedro & Camargo, 2003;Cochabamba;Carrasco;Puerto Villarroel;Sajta, Chapare;1995;Arriagada;;-17.008611;-64.786639;"17°0'30.99""S";"64°47'11.9""W";205;Original;Sudoeste de la Amazonía;BAPr;GBIF
Partamona;Partamona (Partamona) epiphytophila ;Pedro & Camargo, 2003;Cochabamba;Chapare;Villa Tunari;Cochabamba, 109 km E, Yungas, Villa Tunari Rd;1999;Genier, Francois;;-17.147778;-65.715;"17°8'52""S";"65°42'54""W";1429;Original;Yungas;YUN;GBIF
Partamona;Partamona (Partamona) epiphytophila ;Pedro & Camargo, 2003;Santa Cruz;Velasco;San Ignacio (San Ignacio de Velasco);Parque Nacional Noel Kempff Mercado, Huanchaca II;2000;Sacha Spector Ph.D. & S. Ayzama;;-14.521111;-60.749722;"14°31'15.99""S";"60°44'58.99""W";700;Original;Cerrado;CeChi;GBIF
